state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,recharge_total,minutes_total,calls_total,rechargesPerMinute,plan,churn,prob,cluster
IL,55,area_code_415,1,0,0,269.6,121,45.83,171.7,91,14.59,219.0,98,9.86,8.2,6,2.21,1,72.49,668.5,317,0.1084367988032909,Apenas Internacional,0,0.02139519481350086,1
NV,183,area_code_415,0,0,0,116.7,92,19.84,213.8,112,18.17,214.3,112,9.64,9.7,6,2.62,2,50.27,554.5,324,0.0906582506762849,Nenhum,0,0.021283273845511458,0
UT,104,area_code_408,0,0,0,263.4,101,44.78,235.5,117,20.02,102.0,146,4.59,13.0,4,3.51,0,72.9,613.9,368,0.1187489819188793,Nenhum,0,0.021282177480628467,1
NH,90,area_code_408,0,0,0,140.2,97,23.83,213.9,102,18.18,120.0,126,5.4,7.1,2,1.92,1,49.33,481.2000000000001,328,0.1025145469659185,Nenhum,0,0.021482814617074988,0
LA,82,area_code_415,0,0,0,197.7,101,33.61,127.6,83,10.85,142.1,103,6.39,13.5,3,3.65,1,54.5,480.9,291,0.1133291744645456,Nenhum,0,0.021415973375883593,1
VT,101,area_code_415,0,0,0,136.2,92,23.15,220.9,110,18.78,196.9,116,8.86,13.3,7,3.59,3,54.38,567.3,328,0.0958575709501145,Nenhum,0,0.022021719524391914,0
NY,9,area_code_415,0,1,16,88.5,87,15.05,178.8,108,15.2,228.7,96,10.29,11.5,3,3.11,2,43.65,507.5,296,0.0860098522167487,Apenas Correio de Voz,0,0.021885330623770426,0
CT,97,area_code_415,0,0,0,215.3,58,36.6,242.4,91,20.6,279.8,105,12.59,12.1,9,3.27,0,73.06,749.6,263,0.0974653148345784,Nenhum,0,0.021285618061840518,1
KS,94,area_code_408,0,0,0,269.2,104,45.76,193.8,144,16.47,257.6,61,11.59,8.9,2,2.4,3,76.22,729.5,314,0.1044825222755311,Nenhum,1,0.9691232550116359,3
MI,127,area_code_510,0,1,25,203.8,118,34.65,267.1,48,22.7,225.1,105,10.13,7.3,5,1.97,0,69.44999999999999,703.3,276,0.0987487558652068,Apenas Correio de Voz,0,0.021285398635431076,2
SD,125,area_code_510,0,1,34,268.4,112,45.63,222.2,108,18.89,117.6,102,5.29,10.3,3,2.78,0,72.59000000000002,618.4999999999999,325,0.1173645917542441,Apenas Correio de Voz,0,0.021290592754065567,2
ME,140,area_code_415,0,0,0,159.1,104,27.05,269.8,106,22.93,220.4,116,9.92,10.3,4,2.78,1,62.68000000000001,659.5999999999999,331,0.0950272892662219,Nenhum,0,0.02200561910120343,1
MD,90,area_code_415,0,0,0,114.4,122,19.45,127.7,154,10.85,253.1,109,11.39,10.1,5,2.73,2,44.42,505.30000000000007,392,0.0879081733623589,Nenhum,0,0.02188623175945162,0
VA,67,area_code_415,0,0,0,138.9,65,23.61,208.9,109,17.76,232.4,82,10.46,9.2,3,2.48,2,54.31,589.4000000000001,261,0.0921445537835086,Nenhum,0,0.021540566781536687,0
NJ,113,area_code_415,0,0,0,186.0,55,31.62,237.4,105,20.18,148.1,83,6.66,12.2,6,3.29,1,61.74999999999999,583.7,250,0.1057906458797327,Nenhum,0,0.021328877469580003,1
TN,121,area_code_510,0,1,26,170.4,91,28.97,254.5,90,21.63,219.6,122,9.88,15.1,5,4.08,0,64.56,659.6,308,0.0978775015160703,Apenas Correio de Voz,0,0.02139420867483191,2
DC,93,area_code_408,0,0,0,164.5,95,27.97,230.9,87,19.63,149.9,91,6.75,9.9,3,2.67,4,57.02,555.1999999999999,280,0.1027017291066282,Nenhum,0,0.02136260856781027,1
DC,121,area_code_408,0,0,0,168.6,121,28.66,168.6,94,14.33,95.3,59,4.29,12.3,4,3.32,1,50.6,444.8,279,0.1137589928057554,Nenhum,0,0.021618928943890274,0
OR,53,area_code_408,0,0,0,261.2,119,44.4,250.8,105,21.32,176.0,112,7.92,9.8,2,2.65,0,76.29,697.8,338,0.10932932072227,Nenhum,1,0.9692224341928141,3
RI,75,area_code_415,0,0,0,190.5,91,32.39,178.4,75,15.16,162.4,113,7.31,13.1,5,3.54,1,58.4,544.4,285,0.1072740631888317,Nenhum,0,0.021305953374607577,1
AK,132,area_code_510,0,0,0,181.1,121,30.79,314.4,109,26.72,246.7,81,11.1,4.2,9,1.13,2,69.74,746.4000000000001,322,0.0934351554126473,Nenhum,0,0.021315521006510622,1
WI,162,area_code_408,0,0,0,177.1,131,30.11,114.7,122,9.75,153.6,88,6.91,6.5,6,1.76,3,48.53,451.9,350,0.1073910157114405,Nenhum,0,0.024250049357628527,0
IN,140,area_code_415,0,0,0,160.5,114,27.29,240.5,103,20.44,233.5,121,10.51,11.3,4,3.05,1,61.29,645.8,343,0.0949055435119232,Nenhum,0,0.021456099643779987,1
MI,91,area_code_408,0,0,0,134.7,116,22.9,295.3,98,25.1,195.5,121,8.8,6.6,5,1.78,2,58.58,632.1,342,0.0926752096187312,Nenhum,0,0.022935793526829843,1
ID,73,area_code_510,0,1,28,198.2,107,33.69,139.1,123,11.82,199.1,139,8.96,8.8,1,2.38,2,56.85,545.1999999999999,372,0.1042736610418195,Apenas Correio de Voz,0,0.02176272030888726,2
NH,95,area_code_408,1,0,0,228.9,134,38.91,255.7,71,21.73,208.0,120,9.36,10.1,2,2.73,4,72.73,702.7,331,0.103500782695318,Apenas Internacional,1,0.9599330799109718,3
MN,145,area_code_408,0,0,0,241.7,137,41.09,135.8,100,11.54,277.6,123,12.49,13.1,3,3.54,0,68.66000000000001,668.2,363,0.1027536665668961,Nenhum,0,0.02128525127144141,1
AZ,100,area_code_415,0,0,0,131.1,108,22.29,176.2,81,14.98,89.7,81,4.04,4.3,4,1.16,1,42.46999999999999,401.3,275,0.105831049090456,Nenhum,0,0.021285805629446118,0
MN,122,area_code_415,0,0,0,234.1,101,39.8,200.2,121,17.02,237.4,89,10.68,13.1,9,3.54,2,71.04,684.8,322,0.1037383177570093,Nenhum,0,0.021302317913338625,1
MO,109,area_code_415,0,0,0,200.1,72,34.02,300.9,120,25.58,236.0,68,10.62,11.9,5,3.21,0,73.42999999999999,748.9,265,0.0980504740285752,Nenhum,0,0.0212819038882865,1
AL,82,area_code_408,0,0,0,154.0,107,26.18,94.4,114,8.02,287.6,95,12.94,10.1,7,2.73,1,49.87,546.1,324,0.091320271012635,Nenhum,0,0.021530357105104935,0
PA,65,area_code_415,0,1,23,224.2,106,38.11,189.6,100,16.12,222.8,75,10.03,9.8,4,2.65,0,66.91000000000001,646.3999999999999,285,0.1035117574257426,Apenas Correio de Voz,0,0.021570889198867068,2
AK,52,area_code_510,0,0,0,148.3,83,25.21,181.6,79,15.44,155.6,104,7.0,8.3,6,2.24,3,49.89,493.8,275,0.1010328068043742,Nenhum,0,0.02153552643028934,0
MS,136,area_code_415,0,1,24,174.6,76,29.68,176.6,114,15.01,214.4,91,9.65,8.8,5,2.38,2,56.72,574.4,288,0.0987465181058495,Apenas Correio de Voz,0,0.0214374091229016,2
IA,75,area_code_415,0,0,0,138.5,110,23.55,153.2,86,13.02,215.6,103,9.7,11.1,7,3.0,1,49.27,518.4,307,0.0950424382716049,Nenhum,0,0.021711694708278443,0
WY,146,area_code_408,0,0,0,109.0,69,18.53,265.8,98,22.59,228.3,80,10.27,12.6,2,3.4,1,54.79,615.7,250,0.088988143576417,Nenhum,0,0.02130114610076294,0
NE,105,area_code_408,0,0,0,162.3,99,27.59,212.5,95,18.06,214.7,114,9.66,11.1,8,3.0,4,58.31,600.6,320,0.097086247086247,Nenhum,0,0.021330987107579878,1
ND,48,area_code_415,0,0,0,210.8,84,35.84,189.6,98,16.12,157.6,99,7.09,16.4,3,4.43,2,63.48000000000001,574.4,286,0.1105153203342618,Nenhum,0,0.02138542990335206,1
CT,45,area_code_415,0,0,0,142.4,107,24.21,318.7,78,27.09,224.1,108,10.08,11.1,7,3.0,1,64.38,696.3000000000001,301,0.0924601464885824,Nenhum,0,0.02128384071762003,1
NC,106,area_code_415,0,1,37,223.5,104,38.0,235.1,99,19.98,140.1,90,6.3,10.6,5,2.86,2,67.14,609.3000000000001,300,0.1101920236336779,Apenas Correio de Voz,0,0.02417620584455614,2
CT,33,area_code_510,0,0,0,182.5,65,31.03,232.1,96,19.73,149.2,82,6.71,7.5,2,2.03,2,59.50000000000001,571.3,247,0.1041484333975144,Nenhum,0,0.021285925001340238,1
ND,68,area_code_408,0,0,0,219.6,97,37.33,141.1,144,11.99,205.7,101,9.26,10.8,4,2.92,2,61.5,577.1999999999999,348,0.1065488565488565,Nenhum,0,0.021352454435064894,1
WA,106,area_code_408,0,0,0,193.6,66,32.91,238.2,82,20.25,176.4,107,7.94,12.9,3,3.48,0,64.58,621.0999999999999,258,0.1039768153276445,Nenhum,0,0.02128734648380025,1
NV,141,area_code_415,0,0,0,192.4,111,32.71,156.9,87,13.34,175.8,82,7.91,11.0,6,2.97,0,56.92999999999999,536.1,286,0.1061928744637194,Nenhum,0,0.021292614298686063,1
CO,98,area_code_408,0,0,0,236.2,122,40.15,189.4,110,16.1,153.6,104,6.91,13.3,4,3.59,0,66.75,592.5,340,0.1126582278481012,Nenhum,0,0.023524717781566402,1
KS,94,area_code_510,0,1,28,233.2,88,39.64,113.3,102,9.63,118.0,71,5.31,16.1,4,4.35,0,58.93000000000001,480.6,265,0.1226175613816063,Apenas Correio de Voz,0,0.02193423139359551,2
CO,65,area_code_510,0,0,0,158.8,53,27.0,188.5,132,16.02,189.3,87,8.52,9.8,4,2.65,2,54.18999999999999,546.4,278,0.0991764275256222,Nenhum,0,0.021283595192493697,0
MO,85,area_code_415,0,0,0,126.1,112,21.44,274.7,126,23.35,184.4,95,8.3,9.8,4,2.65,1,55.74,594.9999999999999,338,0.0936806722689075,Nenhum,0,0.021395209241993514,0
MA,71,area_code_510,0,0,0,290.4,108,49.37,253.9,92,21.58,263.3,126,11.85,10.1,5,2.73,3,85.52999999999999,817.6999999999999,334,0.1045982634217928,Nenhum,1,0.9694536929153982,3
NY,112,area_code_408,0,1,30,60.6,113,10.3,165.9,96,14.1,132.8,99,5.98,13.3,7,3.59,0,33.97,372.6,315,0.0911701556629092,Apenas Correio de Voz,0,0.021329425061680923,0
AK,110,area_code_415,0,0,0,148.4,95,25.23,193.8,98,16.47,206.0,106,9.27,6.9,6,1.86,0,52.83,555.1,305,0.0951720410736804,Nenhum,0,0.021290341518071628,0
WI,111,area_code_415,0,0,0,246.5,108,41.91,216.3,89,18.39,179.6,99,8.08,12.7,3,3.43,2,71.81,655.1,301,0.1096168523889482,Nenhum,0,0.02128213865748114,1
NH,74,area_code_408,0,0,0,298.1,112,50.68,201.3,100,17.11,214.7,88,9.66,9.7,4,2.62,2,80.07,723.8000000000001,306,0.1106244819010776,Nenhum,1,0.9692314994610284,3
TN,105,area_code_510,0,0,0,119.3,82,20.28,185.1,111,15.73,157.0,74,7.07,10.9,4,2.94,2,46.02,472.3,273,0.0974380690239254,Nenhum,0,0.021586611175872038,0
NY,40,area_code_408,0,0,0,242.5,82,41.23,232.9,97,19.8,154.0,86,6.93,9.6,7,2.59,0,70.55000000000001,639.0,272,0.1104068857589984,Nenhum,0,0.021284704173003273,1
GA,128,area_code_408,1,1,18,222.1,89,37.76,160.6,109,13.65,218.8,102,9.85,13.6,2,3.67,0,64.92999999999999,615.1,302,0.105560071533084,Ambos,1,0.9693934744727961,3
MN,123,area_code_408,0,0,0,236.2,135,40.15,273.9,88,23.28,227.0,77,10.22,10.1,6,2.73,2,76.38000000000001,747.1999999999999,308,0.1022216274089936,Nenhum,1,0.9694546384694614,3
MI,122,area_code_510,0,0,0,144.2,87,24.51,212.2,74,18.04,169.3,87,7.62,9.5,4,2.57,0,52.74,535.2,252,0.0985426008968609,Nenhum,0,0.021283405232561083,0
ID,114,area_code_408,0,1,19,154.6,100,26.28,241.6,109,20.54,160.0,112,7.2,12.6,1,3.4,3,57.42,568.8000000000001,325,0.1009493670886075,Apenas Correio de Voz,0,0.021451684839086882,2
CT,102,area_code_415,0,1,25,137.4,100,23.36,176.7,83,15.02,188.2,93,8.47,10.2,6,2.75,2,49.6,512.5,284,0.096780487804878,Apenas Correio de Voz,0,0.022164929613495893,2
NC,126,area_code_415,0,0,0,103.7,93,17.63,127.0,107,10.8,329.3,66,14.82,14.4,1,3.89,0,47.14,574.4,267,0.0820682451253481,Nenhum,0,0.021313469606386266,0
LA,150,area_code_415,0,0,0,136.6,112,23.22,209.4,81,17.8,161.1,78,7.25,12.2,2,3.29,4,51.56,519.3000000000001,277,0.0992875024070864,Nenhum,1,0.9694549481714633,3
NJ,60,area_code_408,0,0,0,289.8,101,49.27,255.6,115,21.73,242.8,76,10.93,11.7,4,3.16,2,85.09,799.9000000000001,298,0.1063757969746218,Nenhum,1,0.9694448217536722,3
TX,123,area_code_408,0,0,0,260.9,85,44.35,168.5,103,14.32,178.3,91,8.02,13.3,5,3.59,3,70.28,621.0,287,0.1131723027375201,Nenhum,0,0.02128310056838934,1
CA,138,area_code_510,1,0,0,196.2,129,33.35,176.5,86,15.0,232.4,108,10.46,15.2,1,4.1,0,62.91,620.3000000000001,324,0.1014186683862647,Apenas Internacional,1,0.9694548620517033,3
MD,29,area_code_510,0,0,0,195.6,71,33.25,126.4,74,10.74,148.6,87,6.69,14.2,4,3.83,1,54.51,484.8,237,0.1124381188118811,Nenhum,0,0.021292621854374083,1
WY,111,area_code_415,0,0,0,222.2,96,37.77,162.5,111,13.81,184.9,120,8.32,11.9,7,3.21,4,63.11000000000001,581.5,338,0.1085296646603611,Nenhum,0,0.02128194899907196,1
TX,37,area_code_510,1,0,0,172.9,119,29.39,183.0,86,15.56,226.4,100,10.19,9.8,1,2.65,0,57.79,592.0999999999999,306,0.0976017564600574,Apenas Internacional,1,0.9679665570850959,3
CA,111,area_code_408,0,0,0,249.8,109,42.47,242.4,106,20.6,231.8,78,10.43,11.6,4,3.13,0,76.63,735.6,297,0.1041734638390429,Nenhum,1,0.9694343630349195,3
UT,81,area_code_510,0,0,0,154.5,84,26.27,216.2,91,18.38,229.8,82,10.34,13.7,3,3.7,1,58.69,614.2,261,0.0955551937479648,Nenhum,0,0.0218178035143938,1
WA,46,area_code_510,0,0,0,90.4,108,15.37,276.2,77,23.48,146.5,111,6.59,12.7,2,3.43,1,48.87,525.8000000000001,299,0.0929440852034994,Nenhum,0,0.02140345066758817,0
MS,69,area_code_510,0,1,27,268.8,78,45.7,246.6,89,20.96,271.9,102,12.24,16.4,3,4.43,0,83.32999999999998,803.6999999999999,272,0.1036829662809506,Apenas Correio de Voz,0,0.02167640936266316,2
OH,125,area_code_408,0,0,0,106.1,95,18.04,157.6,113,13.4,192.5,69,8.66,8.1,3,2.19,1,42.28999999999999,464.3,281,0.091083351281499,Nenhum,0,0.021292408299113257,0
KS,43,area_code_415,0,0,0,27.0,117,4.59,160.9,97,13.68,279.5,96,12.58,10.7,3,2.89,3,33.74,478.1,316,0.0705710102489019,Nenhum,0,0.021794519443690142,0
RI,127,area_code_415,0,1,27,140.1,59,23.82,223.4,111,18.99,257.9,73,11.61,3.8,10,1.03,1,55.45,625.1999999999999,254,0.0886916186820217,Apenas Correio de Voz,0,0.021283079517091887,2
IN,94,area_code_510,0,0,0,245.0,112,41.65,180.4,91,15.33,262.9,105,11.83,9.7,6,2.62,1,71.43,698.0,315,0.1023352435530086,Nenhum,0,0.02136104983169731,1
VT,46,area_code_408,0,0,0,196.7,85,33.44,205.9,74,17.5,216.6,112,9.75,11.2,5,3.02,3,63.71,630.4000000000001,279,0.1010628172588832,Nenhum,0,0.021352934866884228,1
MT,73,area_code_408,0,1,26,131.2,98,22.3,106.5,97,9.05,221.7,96,9.98,10.2,6,2.75,2,44.08,469.6,299,0.0938671209540034,Apenas Correio de Voz,0,0.021760011941550566,2
CT,146,area_code_408,0,1,23,149.6,96,25.43,239.8,124,20.38,293.5,135,13.21,7.4,4,2.0,2,61.02,690.3,361,0.0883963494132985,Apenas Correio de Voz,0,0.02129091930008692,2
NM,93,area_code_415,0,0,0,239.8,70,40.77,251.8,99,21.4,168.6,112,7.59,10.9,10,2.94,1,72.7,671.1,292,0.1083296081060944,Nenhum,0,0.021287417741421993,1
OH,52,area_code_408,0,1,31,142.1,77,24.16,193.0,97,16.41,253.4,88,11.4,11.0,4,2.97,1,54.94,599.5,267,0.0916430358632193,Apenas Correio de Voz,0,0.02129136947819687,2
GA,202,area_code_510,0,0,0,115.4,137,19.62,178.7,70,15.19,185.7,113,8.36,6.0,3,1.62,3,44.79,485.8,326,0.0921984355701934,Nenhum,0,0.02129511806785941,0
MN,129,area_code_510,0,1,31,193.0,99,32.81,224.8,87,19.11,197.6,91,8.89,10.3,8,2.78,2,63.59,625.6999999999999,287,0.1016301742048905,Apenas Correio de Voz,0,0.021288167296040238,2
CT,94,area_code_415,0,0,0,206.1,49,35.04,224.6,115,19.09,256.7,74,11.55,13.0,1,3.51,1,69.19,700.4,240,0.0987864077669903,Nenhum,0,0.021322274462937607,1
AL,100,area_code_415,0,0,0,160.3,138,27.25,221.3,92,18.81,150.4,120,6.77,11.2,2,3.02,0,55.85,543.2,352,0.1028166421207658,Nenhum,0,0.021523257045797117,0
WV,43,area_code_415,0,0,0,199.9,108,33.98,288.4,80,24.51,180.6,103,8.13,11.3,7,3.05,1,69.66999999999999,680.1999999999999,299,0.1024257571302558,Nenhum,0,0.021283518055706926,1
NH,130,area_code_415,0,0,0,213.1,105,36.23,206.2,108,17.53,163.4,93,7.35,8.9,3,2.4,0,63.51,591.5999999999999,309,0.1073529411764706,Nenhum,0,0.0213833475473323,1
WY,124,area_code_415,0,0,0,178.3,102,30.31,235.0,120,19.98,239.7,119,10.79,10.9,1,2.94,3,64.02,663.9,345,0.0964301852688657,Nenhum,0,0.02129096973946714,1
VA,92,area_code_510,1,0,0,252.3,120,42.89,207.0,112,17.6,284.6,95,12.81,12.0,5,3.24,3,76.53999999999999,755.9000000000001,335,0.1012567799973541,Apenas Internacional,1,0.9693365582056375,3
VT,48,area_code_415,0,0,0,197.7,64,33.61,136.7,126,11.62,244.4,81,11.0,13.2,5,3.56,4,59.79,592.0,280,0.1009966216216216,Nenhum,0,0.021309578363816105,1
OH,98,area_code_510,0,1,29,111.1,105,18.89,217.9,101,18.52,248.1,108,11.16,6.6,3,1.78,2,50.35,583.7,319,0.0862600651019359,Apenas Correio de Voz,0,0.021291884566519165,2
MT,100,area_code_415,0,0,0,96.5,86,16.41,210.2,133,17.87,146.4,106,6.59,12.5,3,3.38,1,44.25000000000001,465.6,329,0.0950386597938144,Nenhum,1,0.8476535354250674,3
MA,79,area_code_415,0,0,0,156.9,109,26.67,122.2,87,10.39,189.1,103,8.51,11.3,5,3.05,3,48.62,479.50000000000006,307,0.1013972888425443,Nenhum,0,0.02129569574341362,0
VA,164,area_code_415,0,0,0,123.3,78,20.96,170.0,85,14.45,165.9,78,7.47,12.7,2,3.43,1,46.31,471.9,244,0.0981351981351981,Nenhum,0,0.022022114398790878,0
NM,105,area_code_415,0,0,0,193.7,108,32.93,183.2,124,15.57,293.7,72,13.22,10.8,5,2.92,1,64.64,681.3999999999999,310,0.0948635162899912,Nenhum,0,0.09350594479863485,1
AR,89,area_code_408,1,0,0,206.9,134,35.17,167.7,105,14.25,155.7,86,7.01,10.9,4,2.94,0,59.37,541.1999999999999,329,0.10970066518847,Apenas Internacional,0,0.021501986625018545,1
NE,126,area_code_415,0,0,0,249.8,96,42.47,261.9,92,22.26,166.8,108,7.51,12.7,4,3.43,3,75.67000000000002,691.2,303,0.1094762731481481,Nenhum,1,0.9694459444051633,3
WY,96,area_code_408,0,0,0,144.0,102,24.48,224.7,73,19.1,227.7,91,10.25,10.0,7,2.7,1,56.53,606.4,274,0.0932222955145118,Nenhum,0,0.02128707209263649,0
IA,120,area_code_415,0,1,33,299.5,83,50.92,163.4,84,13.89,146.7,88,6.6,11.6,5,3.13,0,74.53999999999999,621.1999999999999,260,0.1199935608499678,Apenas Correio de Voz,0,0.021332604973474407,2
SC,212,area_code_415,0,0,0,226.0,127,38.42,304.6,83,25.89,181.2,132,8.15,12.6,4,3.4,2,75.86000000000001,724.4,348,0.10472114853672,Nenhum,1,0.9690184276898298,3
NC,72,area_code_415,0,0,0,137.6,106,23.39,143.5,94,12.2,273.7,110,12.32,9.6,6,2.59,2,50.5,564.4,318,0.0894755492558469,Nenhum,0,0.021308301224485543,0
HI,155,area_code_415,1,1,26,211.7,121,35.99,139.2,123,11.83,146.7,89,6.6,11.1,3,3.0,1,57.42,508.7,337,0.1128759583251425,Ambos,0,0.022475485186002772,2
UT,89,area_code_415,0,0,0,89.7,80,15.25,179.8,81,15.28,145.7,120,6.56,9.5,4,2.57,2,39.66,424.7,287,0.0933835648693195,Nenhum,0,0.02131908959899018,0
WY,126,area_code_408,1,0,0,197.6,126,33.59,246.5,112,20.95,285.3,104,12.84,12.5,8,3.38,2,70.76,741.9000000000001,352,0.0953767354090847,Apenas Internacional,0,0.02177342859257229,1
AL,172,area_code_408,0,0,0,270.0,102,45.9,256.6,111,21.81,168.5,104,7.58,12.0,5,3.24,2,78.52999999999999,707.1,324,0.1110592561165322,Nenhum,1,0.9694526771748185,3
VA,75,area_code_415,0,0,0,224.7,116,38.2,192.0,79,16.32,212.2,98,9.55,11.3,11,3.05,3,67.12,640.1999999999999,307,0.1048422368009997,Nenhum,0,0.021386846438089396,1
WI,143,area_code_510,0,0,0,194.3,99,33.03,123.6,133,10.51,229.5,99,10.33,10.2,2,2.75,2,56.62,557.6,335,0.1015423242467718,Nenhum,0,0.022503530619026636,1
FL,166,area_code_510,1,0,0,47.7,89,8.11,264.4,95,22.47,235.2,97,10.58,13.2,3,3.56,0,44.72,560.5,284,0.07978590544157,Apenas Internacional,1,0.9649516369101736,3
KS,132,area_code_415,0,0,0,190.1,105,32.32,182.2,116,15.49,279.8,105,12.59,13.0,2,3.51,1,63.91,665.0999999999999,329,0.096090813411517,Nenhum,0,0.02131032541249212,1
NV,94,area_code_408,1,0,0,89.5,94,15.22,339.9,106,28.89,172.9,76,7.78,7.9,1,2.13,1,54.02,610.1999999999999,278,0.0885283513602097,Apenas Internacional,1,0.9693222133410446,3
NY,99,area_code_415,0,0,0,182.6,83,31.04,154.5,111,13.13,196.0,57,8.82,12.1,5,3.27,0,56.260000000000005,545.2,256,0.1031914893617021,Nenhum,0,0.021296901181683932,1
VA,136,area_code_415,0,1,35,205.5,86,34.94,298.5,119,25.37,214.2,104,9.64,6.9,4,1.86,1,71.81,725.1,314,0.0990346159150462,Apenas Correio de Voz,0,0.021300268234758394,2
KS,119,area_code_415,0,0,0,231.5,82,39.36,266.9,97,22.69,211.0,118,9.49,7.4,10,2.0,1,73.53999999999999,716.8,308,0.1025948660714285,Nenhum,0,0.02129483012997426,1
NC,115,area_code_510,1,0,0,251.3,69,42.72,252.5,96,21.46,118.3,112,5.32,9.9,1,2.67,3,72.17,632.0,281,0.1141930379746835,Apenas Internacional,1,0.9690778067584862,3
MO,160,area_code_415,0,0,0,171.2,103,29.1,243.5,121,20.7,178.2,92,8.02,13.0,3,3.51,2,61.32999999999999,605.9,321,0.1012213236507674,Nenhum,0,0.021888826379042537,1
ND,166,area_code_510,0,0,0,197.9,89,33.64,251.0,113,21.34,138.3,85,6.22,11.2,2,3.02,2,64.22,598.4000000000001,291,0.1073195187165775,Nenhum,0,0.02229635991368239,1
CA,120,area_code_510,0,0,0,134.8,94,22.92,204.1,106,17.35,238.4,109,10.73,6.7,8,1.81,1,52.81,584.0,318,0.0904280821917808,Nenhum,0,0.02133133882181177,0
WV,173,area_code_415,0,0,0,191.4,114,32.54,168.5,138,14.32,109.3,99,4.92,10.3,3,2.78,1,54.56,479.5,355,0.1137851929092805,Nenhum,0,0.022155485801526313,1
IL,156,area_code_415,0,0,0,174.5,65,29.67,197.4,116,16.78,238.5,86,10.73,10.6,2,2.86,0,60.040000000000006,621.0,269,0.096682769726248,Nenhum,0,0.022180669837898244,1
NY,70,area_code_415,0,0,0,177.4,125,30.16,226.2,104,19.23,254.1,72,11.43,10.9,4,2.94,0,63.76,668.6,305,0.0953634460065809,Nenhum,0,0.021306283780978257,1
NV,41,area_code_510,0,0,0,182.1,89,30.96,211.5,104,17.98,207.4,124,9.33,6.8,1,1.84,1,60.11,607.8,319,0.0988976637051661,Nenhum,0,0.021297245984510903,1
AL,132,area_code_408,0,0,0,222.4,85,37.81,165.4,76,14.06,208.4,97,9.38,11.2,4,3.02,0,64.27000000000001,607.4000000000001,262,0.1058116562397102,Nenhum,0,0.021333107564692467,1
KS,47,area_code_510,1,0,0,47.8,120,8.13,178.9,123,15.21,152.6,96,6.87,13.3,7,3.59,0,33.800000000000004,392.6,346,0.0860927152317881,Apenas Internacional,1,0.9682819711749747,3
ND,160,area_code_510,0,0,0,121.8,97,20.71,89.3,97,7.59,150.7,92,6.78,10.3,5,2.78,1,37.86,372.1,292,0.1017468422467078,Nenhum,0,0.021345724233641256,0
OK,180,area_code_415,0,0,0,143.5,121,24.4,189.3,111,16.09,174.9,82,7.87,8.8,5,2.38,3,50.74,516.5,322,0.0982381413359148,Nenhum,0,0.022705232217010415,0
UT,93,area_code_415,0,0,0,164.9,68,28.03,210.4,86,17.88,229.4,104,10.32,7.8,4,2.11,2,58.34,612.5,264,0.0952489795918367,Nenhum,0,0.021444794460637608,1
OH,109,area_code_415,0,0,0,193.6,58,32.91,148.7,115,12.64,282.5,105,12.71,13.1,1,3.54,2,61.8,637.9,281,0.0968803887756701,Nenhum,0,0.02129994437695451,1
WY,80,area_code_510,0,0,0,101.1,121,17.19,263.2,110,22.37,137.7,74,6.2,7.3,5,1.97,0,47.73,509.3,310,0.0937168662870606,Nenhum,0,0.021331375707994475,0
NM,54,area_code_415,0,1,24,92.3,88,15.69,193.1,98,16.41,99.3,119,4.47,11.6,3,3.13,2,39.7,396.3,310,0.1001766338632349,Apenas Correio de Voz,0,0.0213074622433445,0
AL,121,area_code_415,0,0,0,168.9,128,28.71,123.9,99,10.53,266.3,105,11.98,2.9,7,0.78,2,52.0,562.0,341,0.092526690391459,Nenhum,0,0.02128757213167535,0
DC,157,area_code_510,0,1,29,219.2,102,37.26,206.0,109,17.51,192.4,117,8.66,15.0,5,4.05,1,67.47999999999999,632.6,334,0.1066708820739803,Apenas Correio de Voz,0,0.02143285622456071,2
ID,170,area_code_510,0,1,37,178.1,130,30.28,242.8,103,20.64,243.0,93,10.93,13.0,4,3.51,0,65.36,676.9,330,0.0965578371989954,Apenas Correio de Voz,0,0.021335251630789157,2
AR,138,area_code_510,0,0,0,146.5,101,24.91,284.5,142,24.18,176.0,98,7.92,14.0,6,3.78,3,60.790000000000006,621.0,350,0.097890499194847,Nenhum,0,0.021308061961157566,1
ID,92,area_code_415,0,1,31,172.3,116,29.29,266.2,91,22.63,228.2,90,10.27,11.8,5,3.19,1,65.38,678.5,303,0.0963596168017686,Apenas Correio de Voz,0,0.021289940647448505,2
TX,126,area_code_415,0,0,0,190.9,143,32.45,149.7,72,12.72,191.4,87,8.61,13.0,3,3.51,1,57.29,545.0,306,0.1051192660550458,Nenhum,0,0.021320135743145542,1
NM,41,area_code_415,0,0,0,232.1,74,39.46,327.1,88,27.8,226.5,119,10.19,10.9,2,2.94,3,80.39,796.6,286,0.1009163946773788,Nenhum,1,0.9694228732463859,3
WA,167,area_code_415,0,0,0,169.2,124,28.76,173.3,108,14.73,216.5,64,9.74,12.4,4,3.35,4,56.580000000000005,571.4,304,0.0990199509975498,Nenhum,1,0.9684637649598076,3
